Source,Target,Type
n2141,n2180,Directed
n2141,n2150,Directed
n2141,n370,Directed
n2141,n2158,Directed
n2141,n2159,Directed
n2141,n2148,Directed
n2141,n2163,Directed
n2141,n339,Directed
n2141,n2175,Directed
n2141,n2152,Directed
n2141,n894,Directed
n2141,n2170,Directed
n2141,n2186,Directed
n2141,n2487,Directed
n2141,n2181,Directed
n2141,n2169,Directed
n2141,n2172,Directed
n2188,n2202,Directed
n2188,n2206,Directed
n2188,n2201,Directed
n2188,n162,Directed
n2188,n443,Directed
n2188,n1664,Directed
n2188,n2204,Directed
n2188,n2192,Directed
n2188,n2203,Directed
n2188,n2189,Directed
n2188,n2194,Directed
n2188,n2207,Directed
n2188,n2195,Directed
n2188,n2199,Directed
n2188,n2205,Directed
n2188,n2208,Directed
n2188,n2197,Directed
n2188,n2190,Directed
n2188,n2198,Directed
n2188,n1748,Directed
n2188,n2191,Directed
n2188,n176,Directed
n2188,n2200,Directed
n2188,n2196,Directed
n2188,n2193,Directed
n2209,n2211,Directed
n2209,n2220,Directed
n2209,n2222,Directed
n2209,n2228,Directed
n2209,n228,Directed
n2209,n1261,Directed
n2209,n4242,Directed
n2209,n437,Directed
n2209,n2232,Directed
n2209,n2221,Directed
n2209,n2210,Directed
n2209,n1964,Directed
n2209,n2223,Directed
n2209,n2243,Directed
n2209,n338,Directed
n2209,n2247,Directed
n2209,n2244,Directed
n2209,n2249,Directed
n2209,n2219,Directed
n2209,n2236,Directed
n2209,n2225,Directed
n2209,n2230,Directed
n2209,n2226,Directed
n2209,n2250,Directed
n2209,n2246,Directed
n2209,n179,Directed
n2209,n2214,Directed
n2209,n1518,Directed
n2209,n2254,Directed
n2209,n449,Directed
n2209,n2241,Directed
n2209,n2252,Directed
n2209,n2224,Directed
n2209,n2229,Directed
n2209,n2239,Directed
n2209,n2237,Directed
n2209,n947,Directed
n2209,n2217,Directed
n2209,n2213,Directed
n2209,n2242,Directed
n2209,n2253,Directed
n2209,n2248,Directed
n2209,n162,Directed
n2209,n1220,Directed
n2209,n65,Directed
n2209,n152,Directed
n2209,n2245,Directed
n2209,n2215,Directed
n2209,n782,Directed
n2209,n2218,Directed
n2209,n928,Directed
n2209,n2251,Directed
n2209,n49,Directed
n2209,n2227,Directed
n2209,n2234,Directed
n2209,n2240,Directed
n2209,n1970,Directed
n2209,n2216,Directed
n2209,n2233,Directed
n2209,n932,Directed
n2209,n894,Directed
n2209,n2238,Directed
n2209,n176,Directed
n2209,n494,Directed
n2209,n2212,Directed
n2209,n275,Directed
n2209,n2231,Directed
n2209,n2235,Directed
n2209,n769,Directed
n2209,n2255,Directed
n2256,n2310,Directed
n2256,n2315,Directed
n2256,n2260,Directed
n2256,n2287,Directed
n2256,n2264,Directed
n2256,n2305,Directed
n2256,n2268,Directed
n2256,n1393,Directed
n2256,n2317,Directed
n2256,n2293,Directed
n2256,n2299,Directed
n2256,n2297,Directed
n2256,n4242,Directed
n2256,n2321,Directed
n2256,n2267,Directed
n2256,n2263,Directed
n2256,n2282,Directed
n2256,n2323,Directed
n2256,n5195,Directed
n2256,n2327,Directed
n2256,n2289,Directed
n2256,n2325,Directed
n2256,n2277,Directed
n2256,n2320,Directed
n2256,n1923,Directed
n2256,n2295,Directed
n2256,n2328,Directed
n2256,n2324,Directed
n2256,n2276,Directed
n2256,n2265,Directed
n2256,n2274,Directed
n2256,n2262,Directed
n2256,n2280,Directed
n2256,n2294,Directed
n2256,n2281,Directed
n2256,n2307,Directed
n2256,n2322,Directed
n2256,n2283,Directed
n2256,n2302,Directed
n2256,n2298,Directed
n2256,n2270,Directed
n2256,n2318,Directed
n2256,n2271,Directed
n2256,n2285,Directed
n2256,n2314,Directed
n2256,n443,Directed
n2256,n2258,Directed
n2256,n2326,Directed
n2256,n2275,Directed
n2256,n2279,Directed
n2256,n2266,Directed
n2256,n2272,Directed
n2256,n2309,Directed
n2256,n2288,Directed
n2256,n2300,Directed
n2256,n2308,Directed
n2256,n2301,Directed
n2256,n370,Directed
n2256,n2319,Directed
n2256,n2290,Directed
n2256,n2306,Directed
n2256,n2296,Directed
n2256,n2261,Directed
n2256,n2259,Directed
n2256,n2313,Directed
n2256,n2292,Directed
n2256,n2316,Directed
n2256,n2269,Directed
n2256,n2291,Directed
n2256,n2303,Directed
n2256,n2312,Directed
n2256,n2273,Directed
n2256,n2284,Directed
n2256,n2286,Directed
n2256,n2304,Directed
n2256,n2311,Directed
n2256,n2278,Directed
n2256,n1997,Directed
n2256,n2257,Directed
n2329,n2335,Directed
n2329,n2351,Directed
n2329,n2362,Directed
n2329,n2363,Directed
n2329,n1503,Directed
n2329,n2352,Directed
n2329,n2343,Directed
n2329,n2104,Directed
n2329,n4242,Directed
n2329,n2344,Directed
n2329,n2355,Directed
n2329,n2356,Directed
n2329,n2361,Directed
n2329,n2337,Directed
n2329,n2359,Directed
n2329,n2330,Directed
n2329,n4189,Directed
n2329,n2334,Directed
n2329,n2360,Directed
n2329,n2338,Directed
n2329,n2336,Directed
n2329,n2332,Directed
n2329,n2339,Directed
n2329,n2331,Directed
n2329,n2350,Directed
n2329,n2347,Directed
n2329,n2342,Directed
n2329,n2353,Directed
n2329,n2340,Directed
n2329,n2346,Directed
n2329,n2345,Directed
n2329,n2348,Directed
n2329,n2333,Directed
n2329,n2349,Directed
n2329,n2354,Directed
n2329,n2341,Directed
n2329,n2358,Directed
n2329,n2357,Directed
n2364,n2390,Directed
n2364,n2369,Directed
n2364,n2398,Directed
n2364,n2379,Directed
n2364,n2384,Directed
n2364,n2392,Directed
n2364,n2377,Directed
n2364,n2391,Directed
n2364,n1168,Directed
n2364,n2388,Directed
n2364,n2416,Directed
n2364,n2395,Directed
n2364,n2396,Directed
n2364,n2366,Directed
n2364,n2373,Directed
n2364,n2405,Directed
n2364,n2383,Directed
n2364,n2376,Directed
n2364,n2374,Directed
n2364,n2413,Directed
n2364,n2403,Directed
n2364,n2408,Directed
n2364,n2397,Directed
n2364,n2417,Directed
n2364,n2407,Directed
n2364,n1942,Directed
n2364,n2400,Directed
n2364,n2404,Directed
n2364,n2367,Directed
n2364,n2414,Directed
n2364,n2370,Directed
n2364,n2378,Directed
n2364,n2387,Directed
n2364,n2371,Directed
n2364,n2385,Directed
n2364,n2394,Directed
n2364,n2410,Directed
n2364,n2381,Directed
n2364,n2386,Directed
n2364,n2365,Directed
n2364,n2412,Directed
n2364,n2380,Directed
n2364,n2393,Directed
n2364,n2411,Directed
n2364,n2406,Directed
n2364,n196,Directed
n2364,n2401,Directed
n2364,n2415,Directed
n2364,n2409,Directed
n2364,n2372,Directed
n2364,n2402,Directed
n2364,n2375,Directed
n2364,n2382,Directed
n2364,n2389,Directed
n2364,n1165,Directed
n2364,n2368,Directed
n2364,n2399,Directed
n2418,n2435,Directed
n2418,n2419,Directed
n2418,n2428,Directed
n2418,n2458,Directed
n2418,n5195,Directed
n2418,n2438,Directed
n2418,n2460,Directed
n2418,n2422,Directed
n2418,n162,Directed
n2418,n2429,Directed
n2418,n2436,Directed
n2418,n2446,Directed
n2418,n2425,Directed
n2418,n2455,Directed
n2418,n2441,Directed
n2418,n2426,Directed
n2418,n2450,Directed
n2418,n2451,Directed
n2418,n2439,Directed
n2418,n2452,Directed
n2418,n2448,Directed
n2418,n2434,Directed
n2418,n2424,Directed
n2418,n2453,Directed
n2418,n2459,Directed
n2418,n2445,Directed
n2418,n2421,Directed
n2418,n2449,Directed
n2418,n2433,Directed
n2418,n2427,Directed
n2418,n2440,Directed
n2418,n2420,Directed
n2418,n2430,Directed
n2418,n2444,Directed
n2418,n2447,Directed
n2418,n2431,Directed
n2418,n2432,Directed
n2418,n2454,Directed
n2418,n2437,Directed
n2418,n2423,Directed
n2418,n2443,Directed
n2418,n2442,Directed
n2418,n2456,Directed
n2418,n2457,Directed
n2461,n2474,Directed
n2461,n2479,Directed
n2461,n894,Directed
n2461,n2486,Directed
n2461,n2507,Directed
n2461,n2477,Directed
n2461,n2518,Directed
n2461,n4242,Directed
n2461,n2501,Directed
n2461,n2500,Directed
n2461,n2495,Directed
n2461,n2515,Directed
n2461,n2466,Directed
n2461,n2464,Directed
n2461,n2492,Directed
n2461,n2481,Directed
n2461,n2462,Directed
n2461,n2509,Directed
n2461,n5843,Directed
n2461,n2512,Directed
n2461,n2516,Directed
n2461,n2482,Directed
n2461,n2493,Directed
n2461,n2510,Directed
n2461,n2521,Directed
n2461,n2469,Directed
n2461,n2475,Directed
n2461,n2506,Directed
n2461,n3102,Directed
n2461,n2525,Directed
n2461,n2463,Directed
n2461,n2488,Directed
n2461,n2484,Directed
n2461,n2508,Directed
n2461,n2472,Directed
n2461,n2467,Directed
n2461,n2520,Directed
n2461,n456,Directed
n2461,n2483,Directed
n2461,n2504,Directed
n2461,n2490,Directed
n2461,n2522,Directed
n2461,n2524,Directed
n2461,n2496,Directed
n2461,n2498,Directed
n2461,n664,Directed
n2461,n2485,Directed
n2461,n2494,Directed
n2461,n2503,Directed
n2461,n2476,Directed
n2461,n2478,Directed
n2461,n2502,Directed
n2461,n2468,Directed
n2461,n2487,Directed
n2461,n2480,Directed
n2461,n2517,Directed
n2461,n2513,Directed
n2461,n2489,Directed
n2461,n2527,Directed
n2461,n2511,Directed
n2461,n2497,Directed
n2461,n2523,Directed
n2461,n2471,Directed
n2461,n2505,Directed
n2461,n2514,Directed
n2461,n2465,Directed
n2461,n2473,Directed
n2461,n2491,Directed
n2461,n2519,Directed
n2461,n2499,Directed
n2461,n2470,Directed
n2461,n2526,Directed
n2528,n2542,Directed
n2528,n2566,Directed
n2528,n2602,Directed
n2528,n2435,Directed
n2528,n2645,Directed
n2528,n2632,Directed
n2528,n2568,Directed
n2528,n2584,Directed
n2528,n2610,Directed
n2528,n2535,Directed
n2528,n2591,Directed
n2528,n2575,Directed
n2528,n2587,Directed
n2528,n2570,Directed
n2528,n2547,Directed
n2528,n2593,Directed
n2528,n2544,Directed
n2528,n2609,Directed
n2528,n2579,Directed
n2528,n2658,Directed
n2528,n2634,Directed
n2528,n2552,Directed
n2528,n2586,Directed
n2528,n2650,Directed
n2528,n2614,Directed
n2528,n2629,Directed
n2528,n2262,Directed
n2528,n2654,Directed
n2528,n976,Directed
n2528,n2605,Directed
n2528,n2281,Directed
n2528,n2556,Directed
n2528,n693,Directed
n2528,n2580,Directed
n2528,n2626,Directed
n2528,n2534,Directed
n2528,n2644,Directed
n2528,n2639,Directed
n2528,n2659,Directed
n2528,n2545,Directed
n2528,n2651,Directed
n2528,n2553,Directed
n2528,n2606,Directed
n2528,n2612,Directed
n2528,n2555,Directed
n2528,n2531,Directed
n2528,n125,Directed
n2528,n2648,Directed
n2528,n2538,Directed
n2528,n2441,Directed
n2528,n2543,Directed
n2528,n2569,Directed
n2528,n2585,Directed
n2528,n2630,Directed
n2528,n2653,Directed
n2528,n370,Directed
n2528,n2548,Directed
n2528,n2551,Directed
n2528,n2633,Directed
n2528,n2656,Directed
n2528,n2625,Directed
n2528,n2562,Directed
n2528,n2620,Directed
n2528,n2621,Directed
n2528,n2541,Directed
n2528,n2600,Directed
n2528,n2613,Directed
n2528,n2561,Directed
n2528,n2572,Directed
n2528,n2577,Directed
n2528,n2615,Directed
n2528,n2559,Directed
n2528,n2595,Directed
n2528,n2581,Directed
n2528,n2604,Directed
n2528,n2532,Directed
n2528,n2601,Directed
n2528,n2611,Directed
n2528,n2571,Directed
n2528,n2546,Directed
n2528,n2596,Directed
n2528,n2643,Directed
n2528,n2623,Directed
n2528,n2646,Directed
n2528,n2657,Directed
n2528,n2619,Directed
n2528,n2583,Directed
n2528,n2567,Directed
n2528,n2590,Directed
n2528,n4242,Directed
n2528,n2638,Directed
n2528,n2550,Directed
n2528,n2558,Directed
n2528,n2598,Directed
n2528,n2530,Directed
n2528,n2622,Directed
n2528,n2537,Directed
n2528,n2549,Directed
n2528,n2599,Directed
n2528,n2607,Directed
n2528,n2565,Directed
n2528,n1534,Directed
n2528,n2649,Directed
n2528,n988,Directed
n2528,n2536,Directed
n2528,n2642,Directed
n2528,n2582,Directed
n2528,n981,Directed
n2528,n2617,Directed
n2528,n2628,Directed
n2528,n2533,Directed
n2528,n2539,Directed
n2528,n2564,Directed
n2528,n2270,Directed
n2528,n2529,Directed
n2528,n2578,Directed
n2528,n2627,Directed
n2528,n2574,Directed
n2528,n2560,Directed
n2528,n2641,Directed
n2528,n1028,Directed
n2528,n2637,Directed
n2528,n2655,Directed
n2528,n2616,Directed
n2528,n2652,Directed
n2528,n2272,Directed
n2528,n326,Directed
n2528,n2635,Directed
n2528,n49,Directed
n2528,n2576,Directed
n2528,n2608,Directed
n2528,n2640,Directed
n2528,n2557,Directed
n2528,n2592,Directed
n2528,n2631,Directed
n2528,n2588,Directed
n2528,n2618,Directed
n2528,n2554,Directed
n2528,n2563,Directed
n2528,n2594,Directed
n2528,n2573,Directed
n2528,n3284,Directed
n2528,n2589,Directed
n2528,n176,Directed
n2528,n2636,Directed
n2528,n2540,Directed
n2528,n2647,Directed
n2528,n2603,Directed
n2528,n2624,Directed
n2528,n2597,Directed
n2660,n2663,Directed
n2660,n2668,Directed
n2660,n2676,Directed
n2660,n2460,Directed
n2660,n2669,Directed
n2660,n1973,Directed
n2660,n2666,Directed
n2660,n2670,Directed
n2660,n2675,Directed
n2660,n4242,Directed
n2660,n2662,Directed
n2660,n2661,Directed
n2660,n273,Directed
n2660,n2671,Directed
n2660,n2672,Directed
n2660,n49,Directed
n2660,n2667,Directed
n2660,n2674,Directed
n2660,n2664,Directed
n2660,n1803,Directed
n2660,n2678,Directed
n2660,n1277,Directed
n2660,n2673,Directed
n2660,n2677,Directed
n2660,n1766,Directed
n2660,n2679,Directed
n2660,n2665,Directed
n2660,n1036,Directed
n1693,n2693,Directed
n1693,n2716,Directed
n1693,n2723,Directed
n1693,n2706,Directed
n1693,n2709,Directed
n1693,n2694,Directed
n1693,n2713,Directed
n1693,n2684,Directed
n1693,n2689,Directed
n1693,n2722,Directed
n1693,n4242,Directed
n1693,n2715,Directed
n1693,n2707,Directed
n1693,n603,Directed
n1693,n2702,Directed
n1693,n2683,Directed
n1693,n2719,Directed
n1693,n2720,Directed
n1693,n2704,Directed
n1693,n2705,Directed
n1693,n742,Directed
n1693,n2686,Directed
n1693,n2682,Directed
n1693,n168,Directed
n1693,n179,Directed
n1693,n2687,Directed
n1693,n2718,Directed
n1693,n674,Directed
n1693,n471,Directed
n1693,n2708,Directed
n1693,n2685,Directed
n1693,n2697,Directed
n1693,n2717,Directed
n1693,n2691,Directed
n1693,n2692,Directed
n1693,n2700,Directed
n1693,n2701,Directed
n1693,n622,Directed
n1693,n2711,Directed
n1693,n2727,Directed
n1693,n2710,Directed
n1693,n2695,Directed
n1693,n2681,Directed
n1693,n2699,Directed
n1693,n2703,Directed
n1693,n2725,Directed
n1693,n2721,Directed
n1693,n2688,Directed
n1693,n801,Directed
n1693,n2714,Directed
n1693,n2726,Directed
n1693,n2696,Directed
n1693,n2698,Directed
n1693,n2680,Directed
n1693,n2690,Directed
n1693,n2712,Directed
n1693,n2724,Directed
n2728,n2740,Directed
n2728,n2729,Directed
n2728,n2741,Directed
n2728,n2735,Directed
n2728,n2743,Directed
n2728,n2751,Directed
n2728,n2754,Directed
n2728,n2027,Directed
n2728,n2736,Directed
n2728,n2750,Directed
n2728,n2742,Directed
n2728,n2547,Directed
n2728,n2752,Directed
n2728,n2749,Directed
n2728,n2745,Directed
n2728,n2760,Directed
n2728,n2732,Directed
n2728,n2733,Directed
n2728,n2738,Directed
n2728,n2746,Directed
n2728,n2744,Directed
n2728,n2731,Directed
n2728,n2748,Directed
n2728,n243,Directed
n2728,n2734,Directed
n2728,n2737,Directed
n2728,n2721,Directed
n2728,n2756,Directed
n2728,n2759,Directed
n2728,n2761,Directed
n2728,n2757,Directed
n2728,n2739,Directed
n2728,n2755,Directed
n2728,n2730,Directed
n2728,n2747,Directed
n2728,n2758,Directed
n2728,n1686,Directed
n2728,n2753,Directed
n2762,n2854,Directed
n2762,n2881,Directed
n2762,n2816,Directed
n2762,n2823,Directed
n2762,n1393,Directed
n2762,n2885,Directed
n2762,n2790,Directed
n2762,n2821,Directed
n2762,n2839,Directed
n2762,n2837,Directed
n2762,n2773,Directed
n2762,n2786,Directed
n2762,n2767,Directed
n2762,n2810,Directed
n2762,n2230,Directed
n2762,n2777,Directed
n2762,n2799,Directed
n2762,n2876,Directed
n2762,n1982,Directed
n2762,n2844,Directed
n2762,n2804,Directed
n2762,n449,Directed
n2762,n2794,Directed
n2762,n2813,Directed
n2762,n2772,Directed
n2762,n2843,Directed
n2762,n2856,Directed
n2762,n2782,Directed
n2762,n2809,Directed
n2762,n2811,Directed
n2762,n2775,Directed
n2762,n7850,Directed
n2762,n2830,Directed
n2762,n2863,Directed
n2762,n2780,Directed
n2762,n2766,Directed
n2762,n1220,Directed
n2762,n2880,Directed
n2762,n2838,Directed
n2762,n2875,Directed
n2762,n2778,Directed
n2762,n2870,Directed
n2762,n2806,Directed
n2762,n2861,Directed
n2762,n370,Directed
n2762,n2840,Directed
n2762,n2769,Directed
n2762,n2818,Directed
n2762,n2771,Directed
n2762,n2845,Directed
n2762,n2858,Directed
n2762,n2869,Directed
n2762,n2888,Directed
n2762,n2785,Directed
n2762,n2867,Directed
n2762,n2826,Directed
n2762,n2842,Directed
n2762,n2841,Directed
n2762,n925,Directed
n2762,n2889,Directed
n2762,n1159,Directed
n2762,n457,Directed
n2762,n2791,Directed
n2762,n2851,Directed
n2762,n2835,Directed
n2762,n2836,Directed
n2762,n2822,Directed
n2762,n2857,Directed
n2762,n5195,Directed
n2762,n2795,Directed
n2762,n2829,Directed
n2762,n2805,Directed
n2762,n2820,Directed
n2762,n2797,Directed
n2762,n2808,Directed
n2762,n2796,Directed
n2762,n2883,Directed
n2762,n2812,Directed
n2762,n2886,Directed
n2762,n2781,Directed
n2762,n2828,Directed
n2762,n2792,Directed
n2762,n2874,Directed
n2762,n2324,Directed
n2762,n2817,Directed
n2762,n2855,Directed
n2762,n2879,Directed
n2762,n2787,Directed
n2762,n2814,Directed
n2762,n2887,Directed
n2762,n2776,Directed
n2762,n2789,Directed
n2762,n2774,Directed
n2762,n2877,Directed
n2762,n2853,Directed
n2762,n2798,Directed
n2762,n2868,Directed
n2762,n2807,Directed
n2762,n4242,Directed
n2762,n2827,Directed
n2762,n2833,Directed
n2762,n2865,Directed
n2762,n2884,Directed
n2762,n2864,Directed
n2762,n2803,Directed
n2762,n2770,Directed
n2762,n2819,Directed
n2762,n2788,Directed
n2762,n2848,Directed
n2762,n2765,Directed
n2762,n2783,Directed
n2762,n2849,Directed
n2762,n2763,Directed
n2762,n2852,Directed
n2762,n2846,Directed
n2762,n2800,Directed
n2762,n2801,Directed
n2762,n2015,Directed
n2762,n2862,Directed
n2762,n2890,Directed
n2762,n2866,Directed
n2762,n2764,Directed
n2762,n2882,Directed
n2762,n2831,Directed
n2762,n2859,Directed
n2762,n2872,Directed
n2762,n2847,Directed
n2762,n2802,Directed
n2762,n2784,Directed
n2762,n2850,Directed
n2762,n2860,Directed
n2762,n2878,Directed
n2762,n2793,Directed
n2762,n2824,Directed
n2762,n2834,Directed
n2762,n2873,Directed
n2762,n2815,Directed
n2762,n2832,Directed
n2762,n567,Directed
n2762,n2768,Directed
n2762,n76,Directed
n2762,n420,Directed
n2762,n2779,Directed
n2762,n2825,Directed
n2762,n2871,Directed
n2891,n2926,Directed
n2891,n2905,Directed
n2891,n2927,Directed
n2891,n148,Directed
n2891,n2925,Directed
n2891,n2917,Directed
n2891,n2911,Directed
n2891,n2915,Directed
n2891,n2899,Directed
n2891,n2912,Directed
n2891,n4242,Directed
n2891,n2907,Directed
n2891,n2897,Directed
n2891,n2923,Directed
n2891,n2898,Directed
n2891,n2909,Directed
n2891,n2921,Directed
n2891,n2928,Directed
n2891,n1463,Directed
n2891,n1552,Directed
n2891,n2904,Directed
n2891,n2910,Directed
n2891,n2900,Directed
n2891,n2924,Directed
n2891,n2903,Directed
n2891,n2894,Directed
n2891,n2896,Directed
n2891,n2895,Directed
n2891,n2902,Directed
n2891,n2893,Directed
n2891,n2892,Directed
n2891,n2914,Directed
n2891,n2918,Directed
n2891,n2906,Directed
n2891,n2916,Directed
n2891,n2913,Directed
n2891,n2901,Directed
n2891,n2919,Directed
n2891,n494,Directed
n2891,n2920,Directed
n2891,n2908,Directed
n2891,n2922,Directed
n267,n2970,Directed
n267,n2947,Directed
n267,n2946,Directed
n267,n2944,Directed
n267,n2982,Directed
n267,n2958,Directed
n267,n4242,Directed
n267,n2968,Directed
n267,n2986,Directed
n267,n2978,Directed
n267,n2969,Directed
n267,n2929,Directed
n267,n2951,Directed
n267,n2989,Directed
n267,n2973,Directed
n267,n2983,Directed
n267,n2962,Directed
n267,n2932,Directed
n267,n2324,Directed
n267,n2964,Directed
n267,n2941,Directed
n267,n76,Directed
n267,n2957,Directed
n267,n2961,Directed
n267,n2990,Directed
n267,n2984,Directed
n267,n2972,Directed
n267,n2116,Directed
n267,n2945,Directed
n267,n217,Directed
n267,n2939,Directed
n267,n2937,Directed
n267,n2940,Directed
n267,n2933,Directed
n267,n2975,Directed
n267,n2953,Directed
n267,n2977,Directed
n267,n2930,Directed
n267,n2935,Directed
n267,n2988,Directed
n267,n2967,Directed
n267,n2979,Directed
n267,n2952,Directed
n267,n2976,Directed
n267,n2936,Directed
n267,n2966,Directed
n267,n2963,Directed
n267,n237,Directed
n267,n269,Directed
n267,n49,Directed
n267,n2955,Directed
n267,n2943,Directed
n267,n2965,Directed
n267,n158,Directed
n267,n2981,Directed
n267,n2971,Directed
n267,n2938,Directed
n267,n2949,Directed
n267,n2959,Directed
n267,n2985,Directed
n267,n2931,Directed
n267,n2987,Directed
n267,n253,Directed
n267,n420,Directed
n267,n2934,Directed
n267,n2942,Directed
n267,n2974,Directed
n267,n2747,Directed
n267,n2980,Directed
n267,n2950,Directed
n267,n2948,Directed
n267,n265,Directed
n267,n2956,Directed
n267,n2960,Directed
n267,n1025,Directed
n267,n2954,Directed
n2991,n3018,Directed
n2991,n3010,Directed
n2991,n3013,Directed
n2991,n2994,Directed
n2991,n3015,Directed
n2991,n3026,Directed
n2991,n2993,Directed
n2991,n3021,Directed
n2991,n2997,Directed
n2991,n3001,Directed
n2991,n3012,Directed
n2991,n3023,Directed
n2991,n4242,Directed
n2991,n3016,Directed
n2991,n3024,Directed
n2991,n3003,Directed
n2991,n2995,Directed
n2991,n2996,Directed
n2991,n3002,Directed
n2991,n3009,Directed
n2991,n3006,Directed
n2991,n3007,Directed
n2991,n2992,Directed
n2991,n3008,Directed
n2991,n2552,Directed
n2991,n186,Directed
n2991,n179,Directed
n2991,n3017,Directed
n2991,n3019,Directed
n2991,n3025,Directed
n2991,n3014,Directed
n2991,n2998,Directed
n2991,n449,Directed
n2991,n3005,Directed
n2991,n2985,Directed
n2991,n3004,Directed
n2991,n3011,Directed
n2991,n3000,Directed
n2991,n2999,Directed
n2991,n176,Directed
n2991,n494,Directed
n2991,n217,Directed
n2991,n3020,Directed
n2991,n3022,Directed
n2991,n1686,Directed
n2656,n2564,Directed
n2656,n2566,Directed
n2656,n2270,Directed
n2656,n2271,Directed
n2656,n2545,Directed
n2656,n3032,Directed
n2656,n985,Directed
n2656,n6935,Directed
n2656,n3034,Directed
n2656,n2598,Directed
n2656,n3028,Directed
n2656,n3033,Directed
n2656,n2650,Directed
n2656,n3031,Directed
n2656,n2557,Directed
n2656,n988,Directed
n2656,n3029,Directed
n2656,n2554,Directed
n2656,n2615,Directed
n2656,n2573,Directed
n2656,n3284,Directed
n2656,n3030,Directed
n2656,n2604,Directed
n2656,n2605,Directed
n2656,n2636,Directed
n2656,n2611,Directed
n2656,n2540,Directed
n2656,n3035,Directed
n2656,n3027,Directed
n2656,n2534,Directed
n2656,n2643,Directed
n3036,n3099,Directed
n3036,n3042,Directed
n3036,n3045,Directed
n3036,n3066,Directed
n3036,n3094,Directed
n3036,n3103,Directed
n3036,n2518,Directed
n3036,n3038,Directed
n3036,n3065,Directed
n3036,n3047,Directed
n3036,n2515,Directed
n3036,n3069,Directed
n3036,n3091,Directed
n3036,n2781,Directed
n3036,n3056,Directed
n3036,n3104,Directed
n3036,n661,Directed
n3036,n3101,Directed
n3036,n3102,Directed
n3036,n3037,Directed
n3036,n3063,Directed
n3036,n3050,Directed
n3036,n1211,Directed
n3036,n3084,Directed
n3036,n3057,Directed
n3036,n3049,Directed
n3036,n3044,Directed
n3036,n3052,Directed
n3036,n3051,Directed
n3036,n3083,Directed
n3036,n3054,Directed
n3036,n3082,Directed
n3036,n3059,Directed
n3036,n3039,Directed
n3036,n3064,Directed
n3036,n3055,Directed
n3036,n3086,Directed
n3036,n3062,Directed
n3036,n3080,Directed
n3036,n3078,Directed
n3036,n3058,Directed
n3036,n3043,Directed
n3036,n3096,Directed
n3036,n3090,Directed
n3036,n3075,Directed
n3036,n622,Directed
n3036,n3068,Directed
n3036,n3070,Directed
n3036,n3040,Directed
n3036,n653,Directed
n3036,n3060,Directed
n3036,n3076,Directed
n3036,n2846,Directed
n3036,n3097,Directed
n3036,n3061,Directed
n3036,n3053,Directed
n3036,n3081,Directed
n3036,n3100,Directed
n3036,n3085,Directed
n3036,n3093,Directed
n3036,n3089,Directed
n3036,n3074,Directed
n3036,n3041,Directed
n3036,n3046,Directed
n3036,n137,Directed
n3036,n3092,Directed
n3036,n3095,Directed
n3036,n3087,Directed
n3036,n3073,Directed
n3036,n3071,Directed
n3036,n3088,Directed
n3036,n1290,Directed
n3036,n3067,Directed
n3036,n3077,Directed
n3036,n1484,Directed
n3036,n3079,Directed
n3036,n3072,Directed
n3036,n3048,Directed
n3036,n3098,Directed
n3105,n3119,Directed
n3105,n3140,Directed
n3105,n3139,Directed
n3105,n3149,Directed
n3105,n3132,Directed
n3105,n3137,Directed
n3105,n3143,Directed
n3105,n3156,Directed
n3105,n3121,Directed
n3105,n3123,Directed
n3105,n3109,Directed
n3105,n3150,Directed
n3105,n3138,Directed
n3105,n3129,Directed
n3105,n3153,Directed
n3105,n3147,Directed
n3105,n3122,Directed
n3105,n3148,Directed
n3105,n3134,Directed
n3105,n3107,Directed
n3105,n3142,Directed
n3105,n3128,Directed
n3105,n3145,Directed
n3105,n3110,Directed
n3105,n693,Directed
n3105,n3141,Directed
n3105,n3144,Directed
n3105,n3155,Directed
n3105,n3106,Directed
n3105,n3117,Directed
n3105,n3157,Directed
n3105,n3124,Directed
n3105,n3127,Directed
n3105,n3130,Directed
n3105,n3135,Directed
n3105,n3133,Directed
n3105,n46,Directed
n3105,n3131,Directed
n3105,n3136,Directed
n3105,n3112,Directed
n3105,n3114,Directed
n3105,n3118,Directed
n3105,n3125,Directed
n3105,n3152,Directed
n3105,n3154,Directed
n3105,n3111,Directed
n3105,n3115,Directed
n3105,n3126,Directed
n3105,n3146,Directed
n3105,n7703,Directed
n3105,n3108,Directed
n3105,n176,Directed
n3105,n420,Directed
n3105,n3113,Directed
n3105,n3116,Directed
n3105,n3151,Directed
n3105,n3120,Directed
n3158,n2632,Directed
n3158,n3245,Directed
n3158,n3267,Directed
n3158,n3207,Directed
n3158,n2570,Directed
n3158,n3250,Directed
n3158,n3223,Directed
n3158,n3264,Directed
n3158,n3184,Directed
n3158,n3271,Directed
n3158,n2579,Directed
n3158,n3183,Directed
n3158,n3269,Directed
n3158,n3252,Directed
n3158,n3196,Directed
n3158,n3230,Directed
n3158,n3201,Directed
n3158,n3233,Directed
n3158,n3272,Directed
n3158,n3168,Directed
n3158,n3248,Directed
n3158,n3234,Directed
n3158,n3206,Directed
n3158,n3171,Directed
n3158,n2262,Directed
n3158,n3266,Directed
n3158,n3199,Directed
n3158,n3173,Directed
n3158,n3227,Directed
